Name,minLevel,maxLevel,Times,LocationTypes,Biome,AntiBiome,Rarity
Ledian,18,30,MORNING,"Air, Headbutt, Sweet Scent","minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:birch_forest, minecraft:old_growth_birch_forest, biomesoplenty:aspen_glade, biomeswevegone:aspen_boreal, terralith:birch_taiga, terralith:white_cliffs, minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest, biomesoplenty:lavender_field, biomesoplenty:mystic_forest, biomesoplenty:origin_valley, biomeswevegone:enchanted_tangle, biomeswevegone:forgotten_forest, biomeswevegone:skyrise_vale, biomeswevegone:weeping_witch_forest, terralith:alpha_islands, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:lavender_valley, terralith:mirage_isles, terralith:moonlight_grove, terralith:moonlight_valley",NONE,8.0
Ledian,21,32,"DAWN, DAY",Headbutt,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:birch_forest, minecraft:old_growth_birch_forest, biomesoplenty:aspen_glade, biomeswevegone:aspen_boreal, terralith:birch_taiga, terralith:white_cliffs, minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest, biomesoplenty:lavender_field, biomesoplenty:mystic_forest, biomesoplenty:origin_valley, biomeswevegone:enchanted_tangle, biomeswevegone:forgotten_forest, biomeswevegone:skyrise_vale, biomeswevegone:weeping_witch_forest, terralith:alpha_islands, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:lavender_valley, terralith:mirage_isles, terralith:moonlight_grove, terralith:moonlight_valley",NONE,20.0
Ledian,18,30,MORNING,Grass,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:birch_forest, minecraft:old_growth_birch_forest, biomesoplenty:aspen_glade, biomeswevegone:aspen_boreal, terralith:birch_taiga, terralith:white_cliffs, minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest, biomesoplenty:lavender_field, biomesoplenty:mystic_forest, biomesoplenty:origin_valley, biomeswevegone:enchanted_tangle, biomeswevegone:forgotten_forest, biomeswevegone:skyrise_vale, biomeswevegone:weeping_witch_forest, terralith:alpha_islands, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:lavender_valley, terralith:mirage_isles, terralith:moonlight_grove, terralith:moonlight_valley",NONE,8.0
Ledian,18,30,DAY,Sweet Scent,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:birch_forest, minecraft:old_growth_birch_forest, biomesoplenty:aspen_glade, biomeswevegone:aspen_boreal, terralith:birch_taiga, terralith:white_cliffs, biomesoplenty:lavender_field, biomesoplenty:mystic_forest, biomesoplenty:origin_valley, biomeswevegone:enchanted_tangle, biomeswevegone:forgotten_forest, biomeswevegone:skyrise_vale, biomeswevegone:weeping_witch_forest, terralith:alpha_islands, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:lavender_valley, terralith:mirage_isles, terralith:moonlight_grove, terralith:moonlight_valley",NONE,40.0
Ledian status:Sleep,21,32,"DUSK, NIGHT",Headbutt,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:birch_forest, minecraft:old_growth_birch_forest, biomesoplenty:aspen_glade, biomeswevegone:aspen_boreal, terralith:birch_taiga, terralith:white_cliffs, minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest, biomesoplenty:lavender_field, biomesoplenty:mystic_forest, biomesoplenty:origin_valley, biomeswevegone:enchanted_tangle, biomeswevegone:forgotten_forest, biomeswevegone:skyrise_vale, biomeswevegone:weeping_witch_forest, terralith:alpha_islands, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:lavender_valley, terralith:mirage_isles, terralith:moonlight_grove, terralith:moonlight_valley",NONE,20.0
Ledyba,2,17,MORNING,"Air, Headbutt, Sweet Scent","minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:birch_forest, minecraft:old_growth_birch_forest, biomesoplenty:aspen_glade, biomeswevegone:aspen_boreal, terralith:birch_taiga, terralith:white_cliffs, minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest, biomesoplenty:lavender_field, biomesoplenty:mystic_forest, biomesoplenty:origin_valley, biomeswevegone:enchanted_tangle, biomeswevegone:forgotten_forest, biomeswevegone:skyrise_vale, biomeswevegone:weeping_witch_forest, terralith:alpha_islands, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:lavender_valley, terralith:mirage_isles, terralith:moonlight_grove, terralith:moonlight_valley",NONE,250.0
Ledyba,5,17,ANY,Curry,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:birch_forest, minecraft:old_growth_birch_forest, biomesoplenty:aspen_glade, biomeswevegone:aspen_boreal, terralith:birch_taiga, terralith:white_cliffs, minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest, biomesoplenty:lavender_field, biomesoplenty:mystic_forest, biomesoplenty:origin_valley, biomeswevegone:enchanted_tangle, biomeswevegone:forgotten_forest, biomeswevegone:skyrise_vale, biomeswevegone:weeping_witch_forest, terralith:alpha_islands, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:lavender_valley, terralith:mirage_isles, terralith:moonlight_grove, terralith:moonlight_valley",NONE,150.0
Ledyba,5,17,DAY,Sweet Scent,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:birch_forest, minecraft:old_growth_birch_forest, biomesoplenty:aspen_glade, biomeswevegone:aspen_boreal, terralith:birch_taiga, terralith:white_cliffs, biomesoplenty:lavender_field, biomesoplenty:mystic_forest, biomesoplenty:origin_valley, biomeswevegone:enchanted_tangle, biomeswevegone:forgotten_forest, biomeswevegone:skyrise_vale, biomeswevegone:weeping_witch_forest, terralith:alpha_islands, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:lavender_valley, terralith:mirage_isles, terralith:moonlight_grove, terralith:moonlight_valley",NONE,100.0
Ledyba,7,18,"DAWN, DAY",Headbutt,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:birch_forest, minecraft:old_growth_birch_forest, biomesoplenty:aspen_glade, biomeswevegone:aspen_boreal, terralith:birch_taiga, terralith:white_cliffs, minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest, biomesoplenty:lavender_field, biomesoplenty:mystic_forest, biomesoplenty:origin_valley, biomeswevegone:enchanted_tangle, biomeswevegone:forgotten_forest, biomeswevegone:skyrise_vale, biomeswevegone:weeping_witch_forest, terralith:alpha_islands, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:lavender_valley, terralith:mirage_isles, terralith:moonlight_grove, terralith:moonlight_valley",NONE,100.0
Ledyba,5,17,MORNING,Grass,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:birch_forest, minecraft:old_growth_birch_forest, biomesoplenty:aspen_glade, biomeswevegone:aspen_boreal, terralith:birch_taiga, terralith:white_cliffs, minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest, biomesoplenty:lavender_field, biomesoplenty:mystic_forest, biomesoplenty:origin_valley, biomeswevegone:enchanted_tangle, biomeswevegone:forgotten_forest, biomeswevegone:skyrise_vale, biomeswevegone:weeping_witch_forest, terralith:alpha_islands, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:lavender_valley, terralith:mirage_isles, terralith:moonlight_grove, terralith:moonlight_valley",NONE,250.0
Ledyba status:Sleep,7,18,"DUSK, NIGHT",Headbutt,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:birch_forest, minecraft:old_growth_birch_forest, biomesoplenty:aspen_glade, biomeswevegone:aspen_boreal, terralith:birch_taiga, terralith:white_cliffs, minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest, biomesoplenty:lavender_field, biomesoplenty:mystic_forest, biomesoplenty:origin_valley, biomeswevegone:enchanted_tangle, biomeswevegone:forgotten_forest, biomeswevegone:skyrise_vale, biomeswevegone:weeping_witch_forest, terralith:alpha_islands, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:lavender_valley, terralith:mirage_isles, terralith:moonlight_grove, terralith:moonlight_valley",NONE,100.0
Lickilicky,37,50,DAY,Grass,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,0.5
Lickilicky,37,50,DAY,Land,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,0.5
Lickitung,25,35,DAY,Grass,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,8.0
Lickitung,25,35,ANY,Curry,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,5.0
Lickitung,25,35,DAY,Land,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,8.0
Liepard,21,34,NIGHT,"Land, Tree Top","minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle",NONE,8.0
Liepard,21,34,NIGHT,Grass,"minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle",NONE,8.0
Lileep,2,35,DAY,Seafloor,pixelmon:ultra_jungle,NONE,50.0
Lilligant,30,45,"DAWN, DAY",Sweet Scent,"minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest",NONE,0.5
Lilligant,28,41,MORNING,Grass,"minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest",NONE,0.5
Lilligant,28,41,MORNING,"Land, Sweet Scent","minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest",NONE,0.5
Lilligant form:hisuian,28,41,AFTERNOON,Grass,"minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest",NONE,0.01
Lilligant form:hisuian,28,41,AFTERNOON,Land,"minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest",NONE,0.01
Lillipup,3,10,DAY,Sweet Scent,"minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing",NONE,130.0
Lillipup,4,15,ANY,"Curry, Sweet Scent","minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing",NONE,150.0
Lillipup,4,15,AFTERNOON,"Grass, Sweet Scent","minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing",NONE,300.0
Lillipup,4,15,AFTERNOON,"Land, Sweet Scent","minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing",NONE,300.0
Linoone,21,31,DAY,Land,"minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing, minecraft:snowy_plains, biomesoplenty:tundra, biomeswevegone:crimson_tundra",NONE,40.0
Linoone,21,31,DAY,Grass,"minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing, minecraft:snowy_plains, biomesoplenty:tundra",NONE,40.0
